indicator_id,country_code,year,value
1,POL,2019,1014.0
2,POL,2019,2259.0
3,POL,2019,4.61
4,POL,2019,724.0
5,POL,2019,11.01
6,POL,2019,1613.0
7,POL,2019,28.56
8,POL,2019,290.0
9,POL,2019,71.38
10,POL,2019,645.0
11,POL,2019,0.06
12,POL,2019,1.0
13,POL,2019,1.0
15,POL,2019,20.44
16,POL,2019,207.0
17,POL,2019,454.0
1,PRT,2019,2222.0
2,PRT,2019,3552.0
3,PRT,2019,5.78
4,PRT,2019,1350.0
5,PRT,2019,13.62
6,PRT,2019,2159.0
7,PRT,2019,39.15
8,PRT,2019,870.0
9,PRT,2019,60.78
10,PRT,2019,1391.0
11,PRT,2019,0.07
12,PRT,2019,2.0
13,PRT,2019,3.0
15,PRT,2019,30.61
16,PRT,2019,680.0
17,PRT,2019,1087.0
1,ROU,2019,739.0
2,ROU,2019,1885.0
3,ROU,2019,4.58
4,ROU,2019,592.0
5,ROU,2019,12.73
6,ROU,2019,1511.0
7,ROU,2019,19.86
8,ROU,2019,147.0
9,ROU,2019,80.14
10,ROU,2019,374.0
15,ROU,2019,18.88
16,ROU,2019,139.0
17,ROU,2019,356.0
1,SVK,2019,1342.0
2,SVK,2019,2316.0
3,SVK,2019,5.45
4,SVK,2019,1058.0
5,SVK,2019,13.46
6,SVK,2019,1826.0
7,SVK,2019,21.18
8,SVK,2019,284.0
9,SVK,2019,78.82
10,SVK,2019,491.0
15,SVK,2019,19.16
16,SVK,2019,257.0
17,SVK,2019,444.0
1,SVN,2019,2219.0
2,SVN,2019,3590.0
3,SVN,2019,6.15
4,SVN,2019,1606.0
5,SVN,2019,14.17
6,SVN,2019,2598.0
7,SVN,2019,27.63
8,SVN,2019,613.0
9,SVN,2019,72.37
10,SVN,2019,992.0
15,SVN,2019,11.66
16,SVN,2019,259.0
17,SVN,2019,419.0
1,ESP,2019,2716.83349609
2,ESP,2019,3959.18583587932
3,ESP,2019,6.45209455
4,ESP,2019,1916.67049427
5,ESP,2019,15.25897121
6,ESP,2019,2793.12486497387
7,ESP,2019,29.45203781
8,ESP,2019,800.16277577
9,ESP,2019,70.547966
10,ESP,2019,1166.06091225313
15,ESP,2019,21.83183861
16,ESP,2019,593.13464296
17,ESP,2019,864.36303186778
1,SWE,2019,5653.0
2,SWE,2019,6139.0
3,SWE,2019,9.22
4,SWE,2019,4812.0
5,SWE,2019,18.77
6,SWE,2019,5226.0
7,SWE,2019,14.88
8,SWE,2019,841.0
9,SWE,2019,85.12
10,SWE,2019,913.0
15,SWE,2019,13.71
16,SWE,2019,775.0
17,SWE,2019,842.0
1,AUT,2020,5567.0
2,AUT,2020,6531.0
3,AUT,2020,8.74
4,AUT,2020,4272.0
5,AUT,2020,15.39
6,AUT,2020,5012.0
7,AUT,2020,23.26
8,AUT,2020,1295.0
9,AUT,2020,76.74
10,AUT,2020,1519.0
11,AUT,2020,0.0
12,AUT,2020,0.0
13,AUT,2020,0.0
15,AUT,2020,16.65
16,AUT,2020,927.0
17,AUT,2020,1087.0
1,BEL,2020,5104.02539063
2,BEL,2020,6119.04597737963
3,BEL,2020,8.72332096
4,BEL,2020,3976.24491225
5,BEL,2020,14.80582428
6,BEL,2020,4766.98750787769
7,BEL,2020,22.0959034
8,BEL,2020,1127.7805387
9,BEL,2020,77.90409851
10,BEL,2020,1352.0585019979
11,BEL,2020,0.0
12,BEL,2020,0.0
13,BEL,2020,0.0
15,BEL,2020,17.39719009
16,BEL,2020,887.95697544
17,BEL,2020,1064.32906109321
1,BGR,2020,857.0
2,BGR,2020,2139.0
3,BGR,2020,5.07
4,BGR,2020,513.0
5,BGR,2020,12.23
6,BGR,2020,1280.0
7,BGR,2020,38.13
8,BGR,2020,327.0
9,BGR,2020,59.84
10,BGR,2020,816.0
11,BGR,2020,2.03
12,BGR,2020,17.0
13,BGR,2020,43.0
15,BGR,2020,36.58
16,BGR,2020,313.0
17,BGR,2020,760.0
1,HRV,2020,1095.0
2,HRV,2020,2288.0
3,HRV,2020,6.32
4,HRV,2020,895.0
5,HRV,2020,11.67
6,HRV,2020,1871.0
7,HRV,2020,18.22
8,HRV,2020,199.0
9,HRV,2020,81.78
10,HRV,2020,417.0
11,HRV,2020,0.0
12,HRV,2020,0.0
13,HRV,2020,0.0
15,HRV,2020,10.45
16,HRV,2020,114.0
17,HRV,2020,239.0
1,CYP,2020,2362.0
2,CYP,2020,3498.0
3,CYP,2020,6.31
4,CYP,2020,1774.0
5,CYP,2020,14.16
6,CYP,2020,2627.0
7,CYP,2020,24.66
8,CYP,2020,583.0
9,CYP,2020,75.1
10,CYP,2020,863.0
11,CYP,2020,0.24
12,CYP,2020,6.0
13,CYP,2020,8.0
15,CYP,2020,17.77
16,CYP,2020,420.0
17,CYP,2020,622.0
1,CZE,2020,2119.26831055
2,CZE,2020,3947.01711822376
3,CZE,2020,8.05650425
4,CZE,2020,1853.10118673
5,CZE,2020,17.06207657
6,CZE,2020,3451.29581993032
7,CZE,2020,12.55939102
8,CZE,2020,266.16718954
9,CZE,2020,87.44061279
10,CZE,2020,495.721288860451
11,CZE,2020,0.0
12,CZE,2020,0.0
13,CZE,2020,0.0
15,CZE,2020,11.52823639
16,CZE,2020,244.31426076
17,CZE,2020,455.021448888738
1,DNK,2020,6442.0
2,DNK,2020,6434.0
3,DNK,2020,8.95
4,DNK,2020,5460.0
5,DNK,2020,16.72
6,DNK,2020,5453.0
7,DNK,2020,15.24
8,DNK,2020,982.0
9,DNK,2020,84.76
10,DNK,2020,981.0
11,DNK,2020,0.0
12,DNK,2020,0.0
13,DNK,2020,0.0
15,DNK,2020,12.93
16,DNK,2020,833.0
17,DNK,2020,832.0
1,EST,2020,1789.03479004
2,EST,2020,2990.55197055816
3,EST,2020,5.83760357
4,EST,2020,1377.96336326
5,EST,2020,13.01007652
6,EST,2020,2303.40482592458
7,EST,2020,22.95885277
8,EST,2020,410.74182036
9,EST,2020,77.0227356
10,EST,2020,686.596404842343
11,EST,2020,0.01841656
12,EST,2020,0.32947855
13,EST,2020,0.550756643343872
15,EST,2020,21.5740242
16,EST,2020,385.96673559
17,EST,2020,640.823644029542
1,FIN,2020,4736.0
2,FIN,2020,5038.0
3,FIN,2020,7.83
4,FIN,2020,3852.0
5,FIN,2020,13.7
6,FIN,2020,4098.0
7,FIN,2020,18.66
8,FIN,2020,884.0
9,FIN,2020,81.33
10,FIN,2020,940.0
11,FIN,2020,0.01
12,FIN,2020,0.0
13,FIN,2020,0.0
15,FIN,2020,16.47
16,FIN,2020,780.0
17,FIN,2020,830.0
1,FRA,2020,4755.44042969
2,FRA,2020,5860.99512123534
3,FRA,2020,9.31343365
4,FRA,2020,3650.94557287
5,FRA,2020,15.14472675
6,FRA,2020,4499.72510656652
7,FRA,2020,23.22595406
8,FRA,2020,1104.49474486
9,FRA,2020,76.77419281
10,FRA,2020,1361.27001466882
15,FRA,2020,8.83838749
16,FRA,2020,420.30360571
17,FRA,2020,518.01667519614
1,DEU,2020,5936.25146484
2,DEU,2020,7167.87224910866
3,DEU,2020,9.96393967
4,DEU,2020,4660.09119079
5,DEU,2020,19.76651764
6,DEU,2020,5626.94123628367
7,DEU,2020,21.49774742
8,DEU,2020,1276.16030396
9,DEU,2020,78.50225067
10,DEU,2020,1540.931012825
15,DEU,2020,12.40803623
16,DEU,2020,736.57224333
17,DEU,2020,880.387496258826
1,GRC,2020,1675.11706543
2,GRC,2020,2695.57318409784
3,GRC,2020,5.12932062
4,GRC,2020,904.09722225
5,GRC,2020,8.54125595
6,GRC,2020,1454.85960151955
7,GRC,2020,45.87639236
8,GRC,2020,768.48480554
9,GRC,2020,53.9720726
10,GRC,2020,1236.63414780173
11,GRC,2020,0.15133707
12,GRC,2020,2.5350783
13,GRC,2020,4.0794097235225
15,GRC,2020,33.43839645
16,GRC,2020,560.13342232
17,GRC,2020,901.358247258782
1,HUN,2020,1173.0
2,HUN,2020,2485.0
3,HUN,2020,5.14
4,HUN,2020,827.0
5,HUN,2020,10.05
6,HUN,2020,1751.0
7,HUN,2020,29.53
8,HUN,2020,346.0
9,HUN,2020,70.47
10,HUN,2020,734.0
11,HUN,2020,0.0
12,HUN,2020,0.0
13,HUN,2020,0.0
15,HUN,2020,26.15
16,HUN,2020,307.0
17,HUN,2020,650.0
1,IRL,2020,6098.26660156
2,IRL,2020,6706.6902178455
3,IRL,2020,5.54758024
4,IRL,2020,4758.74618327
5,IRL,2020,20.28728294
6,IRL,2020,5233.52609649143
7,IRL,2020,21.96558952
8,IRL,2020,1339.52019337
9,IRL,2020,78.03440857
10,IRL,2020,1473.16406859472
15,IRL,2020,10.93066502
16,IRL,2020,666.58108854
17,IRL,2020,733.085856644017
1,ITA,2020,3062.0
2,ITA,2020,4138.0
3,ITA,2020,7.31
4,ITA,2020,2325.0
5,ITA,2020,12.87
6,ITA,2020,3142.0
7,ITA,2020,24.07
8,ITA,2020,737.0
9,ITA,2020,75.93
10,ITA,2020,996.0
15,ITA,2020,21.46
16,ITA,2020,657.0
17,ITA,2020,888.0
1,LVA,2020,1313.0
2,LVA,2020,2382.0
3,LVA,2020,4.6
4,LVA,2020,833.0
5,LVA,2020,10.87
6,LVA,2020,1511.0
7,LVA,2020,36.39
8,LVA,2020,478.0
9,LVA,2020,63.44
10,LVA,2020,867.0
11,LVA,2020,0.17
12,LVA,2020,2.0
13,LVA,2020,4.0
15,LVA,2020,32.09
16,LVA,2020,421.0
17,LVA,2020,759.0
1,LTU,2020,1520.0
2,LTU,2020,3006.0
3,LTU,2020,5.14
4,LTU,2020,1044.0
5,LTU,2020,12.06
6,LTU,2020,2065.0
7,LTU,2020,30.74
8,LTU,2020,467.0
9,LTU,2020,68.7
10,LTU,2020,924.0
11,LTU,2020,0.57
12,LTU,2020,9.0
13,LTU,2020,17.0
15,LTU,2020,28.66
16,LTU,2020,436.0
17,LTU,2020,862.0
1,LUX,2020,6786.0
2,LUX,2020,6938.0
3,LUX,2020,5.02
4,LUX,2020,5928.0
5,LUX,2020,10.72
6,LUX,2020,6061.0
7,LUX,2020,11.4
8,LUX,2020,774.0
9,LUX,2020,87.36
10,LUX,2020,791.0
11,LUX,2020,1.24
12,LUX,2020,84.0
13,LUX,2020,86.0
15,LUX,2020,8.42
16,LUX,2020,571.0
17,LUX,2020,582.0
1,MLT,2020,3135.0
2,MLT,2020,4835.0
3,MLT,2020,7.16
4,MLT,2020,2091.0
5,MLT,2020,15.63
6,MLT,2020,3225.0
7,MLT,2020,33.3
8,MLT,2020,1044.0
9,MLT,2020,66.68
10,MLT,2020,1610.0
11,MLT,2020,0.0
12,MLT,2020,0.0
13,MLT,2020,0.0
15,MLT,2020,30.31
16,MLT,2020,950.0
17,MLT,2020,1465.0
1,NLD,2020,5858.0
2,NLD,2020,6718.0
3,NLD,2020,7.72
4,NLD,2020,4036.0
5,NLD,2020,16.14
6,NLD,2020,4628.0
7,NLD,2020,31.09
8,NLD,2020,1821.0
9,NLD,2020,68.89
10,NLD,2020,2088.0
11,NLD,2020,0.02
12,NLD,2020,1.0
13,NLD,2020,2.0
15,NLD,2020,9.29
16,NLD,2020,544.0
17,NLD,2020,624.0
1,POL,2020,1026.0
2,POL,2020,2291.0
3,POL,2020,4.67
4,POL,2020,738.0
5,POL,2020,9.68
6,POL,2020,1647.0
7,POL,2020,28.04
8,POL,2020,288.0
9,POL,2020,71.89
10,POL,2020,642.0
11,POL,2020,0.06
12,POL,2020,1.0
13,POL,2020,1.0
15,POL,2020,20.03
16,POL,2020,206.0
17,POL,2020,448.0
1,PRT,2020,2346.0
2,PRT,2020,3687.0
3,PRT,2020,6.77
4,PRT,2020,1507.0
5,PRT,2020,13.76
6,PRT,2020,2368.0
7,PRT,2020,35.7
8,PRT,2020,838.0
9,PRT,2020,64.22
10,PRT,2020,1316.0
11,PRT,2020,0.07
12,PRT,2020,2.0
13,PRT,2020,3.0
15,PRT,2020,28.02
16,PRT,2020,657.0
17,PRT,2020,1033.0
1,ROU,2020,810.0
2,ROU,2020,2069.0
3,ROU,2020,4.99
4,ROU,2020,648.0
5,ROU,2020,12.0
6,ROU,2020,1656.0
7,ROU,2020,19.77
8,ROU,2020,160.0
9,ROU,2020,80.08
10,ROU,2020,409.0
11,ROU,2020,0.15
12,ROU,2020,1.0
13,ROU,2020,3.0
15,ROU,2020,19.03
16,ROU,2020,154.0
17,ROU,2020,394.0
1,SVK,2020,1394.0
2,SVK,2020,2347.0
3,SVK,2020,5.72
4,SVK,2020,1119.0
5,SVK,2020,12.78
6,SVK,2020,1884.0
7,SVK,2020,19.73
8,SVK,2020,275.0
9,SVK,2020,80.27
10,SVK,2020,463.0
15,SVK,2020,18.75
16,SVK,2020,261.0
17,SVK,2020,440.0
1,SVN,2020,2417.0
2,SVN,2020,3867.0
3,SVN,2020,6.85
4,SVN,2020,1754.0
5,SVN,2020,13.32
6,SVN,2020,2807.0
7,SVN,2020,27.2
8,SVN,2020,658.0
9,SVN,2020,72.57
10,SVN,2020,1052.0
11,SVN,2020,0.22
12,SVN,2020,5.0
13,SVN,2020,9.0
15,SVN,2020,12.47
16,SVN,2020,302.0
17,SVN,2020,482.0
1,ESP,2020,2899.01879883
2,ESP,2020,4084.51946612834
3,ESP,2020,7.85987377
4,ESP,2020,2120.47660236
5,ESP,2020,15.1303215
6,ESP,2020,2987.60677322204
7,ESP,2020,26.85536766
8,ESP,2020,778.54212882
9,ESP,2020,73.14463043
10,ESP,2020,1096.91271043737
15,ESP,2020,19.72846413
16,ESP,2020,571.93189335
17,ESP,2020,805.812993407878
1,SWE,2020,6003.0
2,SWE,2020,6378.0
3,SWE,2020,9.77
4,SWE,2020,5173.0
5,SWE,2020,18.76
6,SWE,2020,5496.0
7,SWE,2020,13.82
8,SWE,2020,830.0
9,SWE,2020,86.18
10,SWE,2020,881.0
15,SWE,2020,12.83
16,SWE,2020,770.0
17,SWE,2020,818.0
1,AUT,2021,6505.0
2,AUT,2021,7272.0
3,AUT,2021,9.47
4,AUT,2021,5090.0
5,AUT,2021,16.89
6,AUT,2021,5690.0
7,AUT,2021,21.75
8,AUT,2021,1415.0
9,AUT,2021,78.25
10,AUT,2021,1582.0
11,AUT,2021,0.0
12,AUT,2021,0.0
13,AUT,2021,0.0
15,AUT,2021,15.78
16,AUT,2021,1026.0
17,AUT,2021,1147.0
1,BEL,2021,5680.23144531
2,BEL,2021,6519.19755785617
3,BEL,2021,8.56881809
4,BEL,2021,4407.61374539
5,BEL,2021,15.46376991
6,BEL,2021,5058.61506042599
7,BEL,2021,22.4043293
8,BEL,2021,1272.61777273
9,BEL,2021,77.59567261
10,BEL,2021,1460.58248366293
11,BEL,2021,0.0
12,BEL,2021,0.0
13,BEL,2021,0.0
15,BEL,2021,17.86028862
16,BEL,2021,1014.5056945
17,BEL,2021,1164.07641927925
1,BGR,2021,1040.0
2,BGR,2021,2391.0
3,BGR,2021,5.38
4,BGR,2021,653.0
5,BGR,2021,12.92
6,BGR,2021,1502.0
7,BGR,2021,36.6
8,BGR,2021,381.0
9,BGR,2021,62.83
10,BGR,2021,875.0
11,BGR,2021,0.57
12,BGR,2021,6.0
13,BGR,2021,14.0
15,BGR,2021,35.07
16,BGR,2021,365.0
17,BGR,2021,812.0
1,HRV,2021,1384.0
2,HRV,2021,2703.0
3,HRV,2021,6.81
4,HRV,2021,1164.0
5,HRV,2021,13.99
6,HRV,2021,2273.0
7,HRV,2021,15.89
8,HRV,2021,220.0
9,HRV,2021,84.1
10,HRV,2021,429.0
11,HRV,2021,0.01
12,HRV,2021,0.0
13,HRV,2021,0.0
15,HRV,2021,9.4
16,HRV,2021,130.0
17,HRV,2021,254.0
1,CYP,2021,2990.0
2,CYP,2021,4206.0
3,CYP,2021,7.99
4,CYP,2021,2532.0
5,CYP,2021,18.37
6,CYP,2021,3562.0
7,CYP,2021,14.35
8,CYP,2021,429.0
9,CYP,2021,84.7
10,CYP,2021,604.0
11,CYP,2021,0.95
12,CYP,2021,29.0
13,CYP,2021,40.0
15,CYP,2021,9.92
16,CYP,2021,297.0
17,CYP,2021,417.0
1,CZE,2021,2498.51660156
2,CZE,2021,4249.36157966936
3,CZE,2021,8.17704678
4,CZE,2021,2153.11890338
5,CZE,2021,17.58224487
6,CZE,2021,3661.92523467372
7,CZE,2021,13.82410717
8,CZE,2021,345.3976265
9,CZE,2021,86.17588806
10,CZE,2021,587.436338284109
15,CZE,2021,12.72645092
16,CZE,2021,317.97248984
17,CZE,2021,540.792931894508
1,DNK,2021,7382.0
2,DNK,2021,7043.0
3,DNK,2021,9.22
4,DNK,2021,6290.0
5,DNK,2021,18.15
6,DNK,2021,6001.0
7,DNK,2021,14.79
8,DNK,2021,1092.0
9,DNK,2021,85.21
10,DNK,2021,1042.0
11,DNK,2021,0.0
12,DNK,2021,0.0
13,DNK,2021,0.0
15,DNK,2021,12.6
16,DNK,2021,930.0
17,DNK,2021,887.0
1,EST,2021,2094.50317383
2,EST,2021,3258.7810312743
3,EST,2021,5.70502901
4,EST,2021,1595.23214717
5,EST,2021,13.75658607
6,EST,2021,2481.9784948412
7,EST,2021,23.82134056
8,EST,2021,498.93876188
9,EST,2021,76.16278839
10,EST,2021,776.285307067679
11,EST,2021,0.0158712
12,EST,2021,0.33242291
13,EST,2021,0.517207809968029
15,EST,2021,22.25318909
16,EST,2021,466.09377431
17,EST,2021,719.342784435727
1,FIN,2021,5488.0
2,FIN,2021,5613.0
3,FIN,2021,8.41
4,FIN,2021,4500.0
5,FIN,2021,15.07
6,FIN,2021,4603.0
7,FIN,2021,17.99
8,FIN,2021,987.0
9,FIN,2021,82.01
10,FIN,2021,1010.0
11,FIN,2021,0.0
12,FIN,2021,0.0
13,FIN,2021,0.0
15,FIN,2021,16.1
16,FIN,2021,884.0
17,FIN,2021,904.0
1,FRA,2021,5380.875
2,FRA,2021,6330.46696072828
3,FRA,2021,9.30704117
4,FRA,2021,4068.9423898
5,FRA,2021,15.76224709
6,FRA,2021,4787.01039349864
7,FRA,2021,24.3813591
8,FRA,2021,1311.93277996
9,FRA,2021,75.61846161
10,FRA,2021,1543.45656722964
15,FRA,2021,8.92467976
16,FRA,2021,480.22670019
17,FRA,2021,564.974871798606
1,DEU,2021,6626.00488281
2,DEU,2021,7606.96280449099
3,DEU,2021,10.22433567
4,DEU,2021,5237.80840019
5,DEU,2021,19.94881821
6,DEU,2021,6013.24894563293
7,DEU,2021,20.95072556
8,DEU,2021,1388.19595079
9,DEU,2021,79.04927826
10,DEU,2021,1593.71385885806
15,DEU,2021,12.16129494
16,DEU,2021,805.80792414
17,DEU,2021,916.205849453554
1,GRC,2021,1845.77563477
2,GRC,2021,2860.61149371728
3,GRC,2021,5.43146896
4,GRC,2021,1092.91252054
5,GRC,2021,9.41304398
6,GRC,2021,1693.8125722493
7,GRC,2021,40.65595627
8,GRC,2021,750.41705414
9,GRC,2021,59.2116127
10,GRC,2021,1163.0078499845
11,GRC,2021,0.13252723
12,GRC,2021,2.44615322
13,GRC,2021,3.79108575135253
15,GRC,2021,33.32963943
16,GRC,2021,615.18982064
17,GRC,2021,953.430611273233
1,HUN,2021,1382.0
2,HUN,2021,2706.0
3,HUN,2021,5.33
4,HUN,2021,998.0
5,HUN,2021,11.02
6,HUN,2021,1955.0
7,HUN,2021,27.78
8,HUN,2021,384.0
9,HUN,2021,72.22
10,HUN,2021,752.0
11,HUN,2021,0.0
12,HUN,2021,0.0
13,HUN,2021,0.0
15,HUN,2021,24.64
16,HUN,2021,340.0
17,HUN,2021,667.0
1,IRL,2021,6764.25878906
2,IRL,2021,7196.31282656616
3,IRL,2021,5.19847488
4,IRL,2021,5235.34048301
5,IRL,2021,20.96095657
6,IRL,2021,5569.73794483192
7,IRL,2021,22.60289192
8,IRL,2021,1528.91815248
9,IRL,2021,77.39710236
10,IRL,2021,1626.5749049228
15,IRL,2021,10.68828297
16,IRL,2021,722.98311144
17,IRL,2021,769.162288937783
1,ITA,2021,3350.0
2,ITA,2021,4372.0
3,ITA,2021,7.08
4,ITA,2021,2528.0
5,ITA,2021,12.36
6,ITA,2021,3300.0
7,ITA,2021,24.54
8,ITA,2021,822.0
9,ITA,2021,75.46
10,ITA,2021,1073.0
15,ITA,2021,21.89
16,ITA,2021,733.0
17,ITA,2021,957.0
1,LVA,2021,1898.0
2,LVA,2021,3153.0
3,LVA,2021,6.27
4,LVA,2021,1316.0
5,LVA,2021,14.19
6,LVA,2021,2186.0
7,LVA,2021,30.53
8,LVA,2021,580.0
9,LVA,2021,69.33
10,LVA,2021,963.0
11,LVA,2021,0.14
12,LVA,2021,3.0
13,LVA,2021,4.0
15,LVA,2021,26.99
16,LVA,2021,512.0
17,LVA,2021,851.0
1,LTU,2021,1859.0
2,LTU,2021,3432.0
3,LTU,2021,5.26
4,LTU,2021,1249.0
5,LTU,2021,14.01
6,LTU,2021,2305.0
7,LTU,2021,32.33
8,LTU,2021,601.0
9,LTU,2021,67.18
10,LTU,2021,1109.0
11,LTU,2021,0.49
12,LTU,2021,9.0
13,LTU,2021,17.0
15,LTU,2021,30.16
16,LTU,2021,561.0
17,LTU,2021,1035.0
1,LUX,2021,7636.0
2,LUX,2021,7515.0
3,LUX,2021,4.93
4,LUX,2021,6636.0
5,LUX,2021,11.48
6,LUX,2021,6531.0
7,LUX,2021,11.93
8,LUX,2021,911.0
9,LUX,2021,86.91
10,LUX,2021,896.0
11,LUX,2021,1.17
12,LUX,2021,89.0
13,LUX,2021,88.0
15,LUX,2021,8.93
16,LUX,2021,682.0
17,LUX,2021,669.0
1,MLT,2021,3642.0
2,MLT,2021,5317.0
3,MLT,2021,7.13
4,MLT,2021,2453.0
5,MLT,2021,16.23
6,MLT,2021,3582.0
7,MLT,2021,32.63
8,MLT,2021,1188.0
9,MLT,2021,67.37
10,MLT,2021,1735.0
11,MLT,2021,0.0
12,MLT,2021,0.0
13,MLT,2021,0.0
17,MLT,2021,1577.0
1,NLD,2021,6539.0
2,NLD,2021,7179.0
3,NLD,2021,7.88
4,NLD,2021,4560.0
5,NLD,2021,16.86
6,NLD,2021,5006.0
7,NLD,2021,30.26
8,NLD,2021,1979.0
9,NLD,2021,69.73
10,NLD,2021,2173.0
11,NLD,2021,0.01
12,NLD,2021,1.0
13,NLD,2021,1.0
15,NLD,2021,9.38
16,NLD,2021,613.0
17,NLD,2021,673.0
1,POL,2021,1159.0
2,POL,2021,2456.0
3,POL,2021,4.64
4,POL,2021,836.0
5,POL,2021,10.53
6,POL,2021,1771.0
7,POL,2021,27.84
8,POL,2021,323.0
9,POL,2021,72.1
10,POL,2021,684.0
11,POL,2021,0.06
12,POL,2021,1.0
13,POL,2021,1.0
15,POL,2021,20.31
16,POL,2021,235.0
17,POL,2021,487.0
1,PRT,2021,2747.0
2,PRT,2021,4091.0
3,PRT,2021,7.03
4,PRT,2021,1734.0
5,PRT,2021,14.72
6,PRT,2021,2582.0
7,PRT,2021,36.79
8,PRT,2021,1010.0
9,PRT,2021,63.11
10,PRT,2021,1505.0
11,PRT,2021,0.1
12,PRT,2021,3.0
13,PRT,2021,4.0
15,PRT,2021,28.99
16,PRT,2021,796.0
17,PRT,2021,1186.0
1,ROU,2021,963.0
2,ROU,2021,2340.0
3,ROU,2021,4.9
4,ROU,2021,728.0
5,ROU,2021,12.32
6,ROU,2021,1770.0
7,ROU,2021,21.77
8,ROU,2021,210.0
9,ROU,2021,75.65
10,ROU,2021,509.0
11,ROU,2021,2.58
12,ROU,2021,25.0
13,ROU,2021,60.0
15,ROU,2021,20.94
16,ROU,2021,202.0
17,ROU,2021,490.0
1,SVK,2021,1685.0
2,SVK,2021,2670.0
3,SVK,2021,6.18
4,SVK,2021,1343.0
5,SVK,2021,13.56
6,SVK,2021,2129.0
7,SVK,2021,20.27
8,SVK,2021,341.0
9,SVK,2021,79.73
10,SVK,2021,541.0
11,SVK,2021,0.0
12,SVK,2021,0.0
13,SVK,2021,0.0
15,SVK,2021,19.4
16,SVK,2021,327.0
17,SVK,2021,518.0
1,SVN,2021,2775.0
2,SVN,2021,4165.0
3,SVN,2021,6.94
4,SVN,2021,2031.0
5,SVN,2021,14.01
6,SVN,2021,3049.0
7,SVN,2021,26.58
8,SVN,2021,738.0
9,SVN,2021,73.2
10,SVN,2021,1107.0
11,SVN,2021,0.22
12,SVN,2021,6.0
13,SVN,2021,9.0
15,SVN,2021,12.9
16,SVN,2021,358.0
17,SVN,2021,537.0
1,ESP,2021,3234.29296875
2,ESP,2021,4367.57758262678
3,ESP,2021,7.69035435
4,ESP,2021,2315.90041669
5,ESP,2021,15.19330502
6,ESP,2021,3127.38356434347
7,ESP,2021,28.39546585
8,ESP,2021,918.39255754
9,ESP,2021,71.60453033
10,ESP,2021,1240.19399511699
15,ESP,2021,20.99674988
16,ESP,2021,679.0964175
17,ESP,2021,917.049351249173
1,SWE,2021,6901.0
2,SWE,2021,6784.0
3,SWE,2021,9.66
4,SWE,2021,5929.0
5,SWE,2021,19.55
6,SWE,2021,5829.0
7,SWE,2021,14.08
8,SWE,2021,971.0
9,SWE,2021,85.92
10,SWE,2021,955.0
15,SWE,2021,13.08
16,SWE,2021,903.0
17,SWE,2021,888.0
1,DNK,2022,6332.0
2,DNK,2022,7158.0
3,DNK,2022,8.05
4,DNK,2022,5368.0
5,DNK,2022,17.78
6,DNK,2022,6069.0
7,DNK,2022,15.22
8,DNK,2022,964.0
9,DNK,2022,84.78
10,DNK,2022,1089.0
11,DNK,2022,0.0
12,DNK,2022,0.0
13,DNK,2022,0.0
15,DNK,2022,12.93
16,DNK,2022,819.0
17,DNK,2022,926.0
1,EST,2022,1986.31225586
2,EST,2022,3313.31994796295
14,EST,2022,14832.3
17,EST,2022,732.14594626522
14,FIN,2022,15870.0
1,DEU,2022,6191.03515625
2,DEU,2022,8166.12897064057
14,DEU,2022,19123.7
17,DEU,2022,899.658559260887
1,IRL,2022,6349.47753906
2,IRL,2022,7875.46879842386
17,IRL,2022,841.11595663555
1,ITA,2022,3066.0
2,ITA,2022,4675.0
17,ITA,2022,1002.0
1,LTU,2022,1868.0
2,LTU,2022,3709.0
14,LTU,2022,4303.6
17,LTU,2022,1119.0
1,LUX,2022,6956.0
2,LUX,2022,7540.0
3,LUX,2022,4.74
4,LUX,2022,6044.0
5,LUX,2022,10.95
6,LUX,2022,6552.0
7,LUX,2022,11.95
8,LUX,2022,831.0
9,LUX,2022,86.9
10,LUX,2022,901.0
11,LUX,2022,1.15
12,LUX,2022,80.0
13,LUX,2022,87.0
15,LUX,2022,8.84
16,LUX,2022,615.0
17,LUX,2022,664.0
1,POL,2022,1225.0
2,POL,2022,2925.0
17,POL,2022,526.0
1,PRT,2022,2586.0
2,PRT,2022,4464.0
17,PRT,2022,1277.0
1,SVN,2022,2608.0
2,SVN,2022,4388.0
17,SVN,2022,557.0
1,SWE,2022,5980.0
2,SWE,2022,7017.0
14,SWE,2022,14380.0
17,SWE,2022,922.0
14,ESP,2023,6953.2
